0.048 4.66339e-09 9.07946e-09 5.11892e-09 2.57018e-09 5.13925e-09 1.63031e-09 9.61635e-09 5.63485e-09 4.50283e-09 5.73309e-09 3.10051e-09 1.06149e-08 1.37289e-08 8.45087e-09 1.03283e-08 5.80502e-09 9.96309e-09 3.76305e-09 6.12798e-09 1.11531e-08 1.80424e-09 2.7271e-09 
0.049 4.99927e-09 9.7509e-09 5.47734e-09 2.74352e-09 5.47826e-09 1.73334e-09 1.02739e-08 6.03908e-09 4.80979e-09 6.13936e-09 3.29561e-09 1.14003e-08 1.4703e-08 9.0632e-09 1.10653e-08 6.20645e-09 1.0661e-08 4.0013e-09 6.53753e-09 1.19592e-08 1.90452e-09 2.89443e-09 
0.05 5.35897e-09 1.04698e-08 5.86071e-09 2.92894e-09 5.84e-09 1.84346e-09 1.09759e-08 6.47192e-09 5.13764e-09 6.57424e-09 3.50367e-09 1.22415e-08 1.57446e-08 9.71918e-09 1.18535e-08 6.63552e-09 1.14066e-08 4.25505e-09 6.97449e-09 1.28217e-08 2.01112e-09 3.07262e-09 
0.051 5.74416e-09 1.12395e-08 6.27076e-09 3.12726e-09 6.22602e-09 1.96117e-09 1.17255e-08 6.93539e-09 5.48781e-09 7.0397e-09 3.72559e-09 1.31425e-08 1.68584e-08 1.04219e-08 1.26965e-08 7.09412e-09 1.22032e-08 4.52532e-09 7.44072e-09 1.37445e-08 2.12448e-09 3.26239e-09 
0.052 6.15659e-09 1.20635e-08 6.70933e-09 3.33937e-09 6.63798e-09 2.08699e-09 1.2526e-08 7.43162e-09 5.8618e-09 7.53787e-09 3.96229e-09 1.41075e-08 1.80493e-08 1.11746e-08 1.35979e-08 7.58427e-09 1.30542e-08 4.81321e-09 7.9382e-09 1.47316e-08 2.24503e-09 3.4645e-09 
0.053 6.59817e-09 1.29455e-08 7.17838e-09 3.56622e-09 7.07763e-09 2.22146e-09 1.33807e-08 7.96289e-09 6.26125e-09 8.07103e-09 4.21478e-09 1.51408e-08 1.93226e-08 1.19808e-08 1.45618e-08 8.10813e-09 1.39633e-08 5.1199e-09 8.46904e-09 1.57875e-08 2.37326e-09 3.6798e-09 
0.054 7.07091e-09 1.38895e-08 7.68001e-09 3.80882e-09 7.54685e-09 2.36518e-09 1.42934e-08 8.53165e-09 6.68787e-09 8.64161e-09 4.48413e-09 1.62473e-08 2.06839e-08 1.28442e-08 1.55924e-08 8.668e-09 1.49345e-08 5.44662e-09 9.0355e-09 1.6917e-08 2.50968e-09 3.90915e-09 
0.055 7.57696e-09 1.48998e-08 8.21645e-09 4.06825e-09 8.04767e-09 2.51878e-09 1.5268e-08 9.14049e-09 7.14352e-09 9.25218e-09 4.77148e-09 1.74321e-08 2.21395e-08 1.37689e-08 1.66944e-08 9.26635e-09 1.5972e-08 5.79472e-09 9.63998e-09 1.81251e-08 2.65483e-09 4.15349e-09 
0.056 8.11863e-09 1.59809e-08 8.79011e-09 4.34567e-09 8.58222e-09 2.68292e-09 1.63088e-08 9.79221e-09 7.63018e-09 9.90554e-09 5.07806e-09 1.87005e-08 2.36956e-08 1.47591e-08 1.78726e-08 9.90581e-09 1.70803e-08 6.16561e-09 1.02851e-08 1.94171e-08 2.8093e-09 4.41382e-09 
0.057 8.69837e-09 1.71378e-08 9.40353e-09 4.6423e-09 9.1528e-09 2.85834e-09 1.74202e-08 1.04898e-08 8.14994e-09 1.06046e-08 5.40515e-09 2.00584e-08 2.53593e-08 1.58194e-08 1.91322e-08 1.05892e-08 1.82643e-08 6.56082e-09 1.09735e-08 2.0799e-08 2.97372e-09 4.69121e-09 
0.058 9.31883e-09 1.83757e-08 1.00595e-08 4.95947e-09 9.76187e-09 3.04579e-09 1.8607e-08 1.12364e-08 8.70507e-09 1.13527e-08 5.75417e-09 2.1512e-08 2.71379e-08 1.69546e-08 2.04788e-08 1.13194e-08 1.9529e-08 6.98195e-09 1.17082e-08 2.22767e-08 3.14874e-09 4.9868e-09 
0.059 9.9828e-09 1.97001e-08 1.07608e-08 5.29858e-09 1.0412e-08 3.2461e-09 1.98745e-08 1.20355e-08 9.29796e-09 1.2153e-08 6.12658e-09 2.30679e-08 2.90394e-08 1.81701e-08 2.19184e-08 1.20998e-08 2.08799e-08 7.43073e-09 1.24923e-08 2.3857e-08 3.33507e-09 5.3018e-09 
0.06 5.41931e-09 1.07251e-08 5.7974e-09 2.83838e-09 5.5235e-09 1.71849e-09 1.06184e-08 6.53195e-09 4.96416e-09 6.573e-09 3.22492e-09 1.25771e-08 1.5654e-08 9.87751e-09 1.18807e-08 6.52165e-09 1.12318e-08 3.90602e-09 6.64943e-09 1.29407e-08 1.71441e-09 2.77263e-09 
